Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,vCPUs,Clock Speed(GHz),Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Average cost,EMR cost
C7GD 12xlarge Extra Large,c7gd.12xlarge,"1,211,280.045",Compute optimized,238.0 fps,96 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$2.1773 hourly,$1.3721 hourly,$0.6228 hourly,$0.5443 hourly
R6G Metal,r6g.metal,"1,222,229.295",Memory optimized,178.0 fps,512 GiB,,64 vCPUs,2.5 GHz,EBS only,25 Gigabit,$3.2256 hourly,$2.0321 hourly,$0.9096 hourly,
R7GD 12xlarge Extra Large,r7gd.12xlarge,"1,239,589.386",Memory optimized,239.0 fps,384 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$3.2659 hourly,$2.0525 hourly,$0.9382 hourly,$0.8165 hourly
C6GD 16xlarge Extra Large,c6gd.16xlarge,"1,243,764.98",Compute optimized,176.0 fps,128 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$2.4576 hourly,$1.5483 hourly,$0.6762 hourly,$0.6144 hourly
M7G 12xlarge Extra Large,m7g.12xlarge,"1,244,732.577",General purpose,239.0 fps,192 GiB,,48 vCPUs,2.5 GHz,EBS only,22.5 Gigabit,$1.9584 hourly,$1.2955 hourly,$0.6518 hourly,$0.4896 hourly
R6GD 16xlarge Extra Large,r6gd.16xlarge,"1,245,620.864",Memory optimized,175.0 fps,512 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.6864 hourly,$2.3224 hourly,$1.4196 hourly,$0.9216 hourly
M7GD 12xlarge Extra Large,m7gd.12xlarge,"1,247,077.163",General purpose,239.0 fps,192 GiB,,48 vCPUs,2.5 GHz,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$2.5628 hourly,$1.6146 hourly,$0.6883 hourly,$0.6407 hourly
C6GD Metal,c6gd.metal,"1,247,239.184",Compute optimized,178.0 fps,128 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$2.4576 hourly,$1.5483 hourly,$0.6529 hourly,
M5AD 24xlarge,m5ad.24xlarge,"1,248,699.272",General purpose,97.0 fps,384 GiB,2667 MT/s,96 vCPUs,2.5 GHz,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$4.944 hourly,$3.115 hourly,$2.2294 hourly,$0.27 hourly
C7G 12xlarge Extra Large,c7g.12xlarge,"1,252,037.822",Compute optimized,240.0 fps,96 GiB,,48 vCPUs,2.5 GHz,EBS only,22.5 Gigabit,$1.74 hourly,$1.1466 hourly,$0.5364 hourly,$0.435 hourly
R5AD 24xlarge,r5ad.24xlarge,"1,255,066.022",Memory optimized,112.0 fps,768 GiB,2667 MT/s,96 vCPUs,2.5 GHz,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$6.288 hourly,$3.961 hourly,$2.1472 hourly,$0.27 hourly
C6G Metal,c6g.metal,"1,258,768.767",Compute optimized,177.0 fps,128 GiB,,64 vCPUs,2.5 GHz,EBS only,25 Gigabit,$2.176 hourly,$1.3709 hourly,$0.6611 hourly,
C6G 16xlarge Extra Large,c6g.16xlarge,"1,271,018.138",Compute optimized,175.0 fps,128 GiB,,64 vCPUs,2.5 GHz,EBS only,25 Gigabit,$2.176 hourly,$1.3709 hourly,$0.5401 hourly,$0.544 hourly
C6GN 16xlarge Extra Large,c6gn.16xlarge,"1,273,125.124",Compute optimized,175.0 fps,128 GiB,,64 vCPUs,2.5 GHz,EBS only,100 Gigabit,$2.7648 hourly,$1.745 hourly,$0.7903 hourly,$0.6912 hourly
R6G 16xlarge Extra Large,r6g.16xlarge,"1,273,547.36",Memory optimized,176.0 fps,512 GiB,,64 vCPUs,2.5 GHz,EBS only,25 Gigabit,$3.2256 hourly,$2.0321 hourly,$0.9614 hourly,$0.8064 hourly
M6G 16xlarge Extra Large,m6g.16xlarge,"1,277,445.11",General purpose,176.0 fps,256 GiB,,64 vCPUs,,EBS only,25 Gigabit,$2.464 hourly,$1.5456 hourly,$0.7783 hourly,$0.616 hourly
M6GD Metal,m6gd.metal,"1,278,891.627",General purpose,178.0 fps,256 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$2.8928 hourly,$1.8225 hourly,$0.6987 hourly,
M6G Metal,m6g.metal,"1,280,256.051",General purpose,178.0 fps,256 GiB,,64 vCPUs,,EBS only,25 Gigabit,$2.464 hourly,$1.5456 hourly,$0.627 hourly,
M6GD 16xlarge Extra Large,m6gd.16xlarge,"1,289,109.709",General purpose,175.0 fps,256 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$2.8928 hourly,$1.8225 hourly,$0.9853 hourly,$0.7232 hourly
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,"1,296,684.001",Compute optimized,228.0 fps,128 GiB,5600 MT/s,64 vCPUs,3.2 GHz,EBS only,Up to 25 Gigabit,$2.7132 hourly,$1.7948 hourly,$0.9185 hourly,
C8A Eight Extra Large,c8a.8xlarge,"1,300,372.503",Compute optimized,349.0 fps,64 GiB,6400 MT/s,32 vCPUs,Up to 4.5 GHz,EBS only,15 Gigabit,$1.7243 hourly,,$0.8289 hourly,
R6GD Metal,r6gd.metal,"1,302,489.655",Memory optimized,178.0 fps,512 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$3.6864 hourly,$2.3224 hourly,$1.1811 hourly,
R5D Metal,r5d.metal,"1,303,816.379",Memory optimized,170.0 fps,768 GiB,2933 MT/s,96 vCPUs,3.1 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.912 hourly,$4.355 hourly,$1.806 hourly,
R5 Metal,r5.metal,"1,310,893.387",Memory optimized,176.0 fps,768 GiB,2933 MT/s,96 vCPUs,3.1 GHz,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.6161 hourly,
M5 General Purpose Metal,m5.metal,"1,318,409.668",General purpose,180.0 fps,384 GiB,2666 MT/s,96 vCPUs,3.1 GHz,EBS only,25 Gigabit,$4.608 hourly,$2.903 hourly,$1.0918 hourly,
R5N Metal,r5n.metal,"1,321,767.865",Memory optimized,176.0 fps,768 GiB,2666 MT/s,96 vCPUs,2.5 GHz,EBS only,100 Gigabit,$7.152 hourly,$4.506 hourly,$2.6903 hourly,
M7I-FLEX 16xlarge Extra Large,m7i-flex.16xlarge,"1,328,489.881",General purpose,210.0 fps,256 GiB,4800 MT/s,64 vCPUs,3.5 GHz,EBS only,Up to 25 Gigabit,$3.0643 hourly,$2.0269 hourly,$1.0116 hourly,
C6A 16xlarge Extra Large,c6a.16xlarge,"1,332,500.521",Compute optimized,226.0 fps,128 GiB,2933 MT/s,64 vCPUs,3.6 GHz,EBS only,25 Gigabit,$2.448 hourly,$1.6194 hourly,$0.9515 hourly,$0.612 hourly
M7I 16xlarge Extra Large,m7i.16xlarge,"1,339,566.036",General purpose,231.0 fps,256 GiB,5600 MT/s,64 vCPUs,3.2 GHz,EBS only,25 Gigabit,$3.2256 hourly,$2.1337 hourly,$1.1111 hourly,$0.8064 hourly
R5D 24xlarge,r5d.24xlarge,"1,345,951.63",Memory optimized,173.0 fps,768 GiB,2933 MT/s,96 vCPUs,3.1 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$6.912 hourly,$4.355 hourly,$2.838 hourly,$0.27 hourly
R5 24xlarge,r5.24xlarge,"1,351,398.909",Memory optimized,177.0 fps,768 GiB,2933 MT/s,96 vCPUs,3.1 GHz,EBS only,25 Gigabit,$6.048 hourly,$3.81 hourly,$1.8718 hourly,$0.27 hourly
R5N 24xlarge,r5n.24xlarge,"1,355,214.399",Memory optimized,176.0 fps,768 GiB,2933 MT/s,96 vCPUs,2.5 GHz,EBS only,100 Gigabit,$7.152 hourly,$4.506 hourly,$2.5903 hourly,$0.27 hourly
M5 General Purpose Metal,m5d.metal,"1,359,869.679",General purpose,173.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.1 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$5.424 hourly,$3.417 hourly,$1.1998 hourly,
C8G 12xlarge Extra Large,c8g.12xlarge,"1,371,722.512",Compute optimized,293.0 fps,96 GiB,,48 vCPUs,2.7 GHz,EBS only,22.5 Gigabit,$1.9142 hourly,$1.2614 hourly,$0.6264 hourly,
M5 General Purpose 24xlarge,m5.24xlarge,"1,374,718.075",General purpose,172.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.1 GHz,EBS only,25 Gigabit,$4.608 hourly,$2.903 hourly,$1.2833 hourly,$0.27 hourly
M8GN 12xlarge Extra Large,m8gn.12xlarge,"1,375,161.152",General purpose,289.0 fps,192 GiB,,48 vCPUs,2.8 GHz,EBS only,150 Gigabit,$3.492 hourly,,$1.0652 hourly,
R6A 16xlarge Extra Large,r6a.16xlarge,"1,375,456.695",Memory optimized,225.0 fps,512 GiB,3200 MT/s,64 vCPUs,3.6 GHz,EBS only,25 Gigabit,$3.6288 hourly,$2.4005 hourly,$1.0272 hourly,$0.9072 hourly
M5 General Purpose 24xlarge,m5d.24xlarge,"1,386,431.744",General purpose,173.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.1 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$5.424 hourly,$3.417 hourly,$2.1112 hourly,$0.27 hourly
M8A Eight Extra Large,m8a.8xlarge,"1,391,102.739",General purpose,329.0 fps,128 GiB,6400 MT/s,32 vCPUs,Up to 4.5 GHz,EBS only,15 Gigabit,$1.9475 hourly,,$0.6332 hourly,
C8GN 12xlarge Extra Large,c8gn.12xlarge,"1,393,020.387",Compute optimized,290.0 fps,96 GiB,,48 vCPUs,2.8 GHz,EBS only,150 Gigabit,$2.844 hourly,,$0.9239 hourly,
M8GB 12xlarge Extra Large,m8gb.12xlarge,"1,395,856.052",General purpose,293.0 fps,192 GiB,,48 vCPUs,2.8 GHz,EBS only,100 Gigabit,$3.492 hourly,,$1.0773 hourly,
C7A 12xlarge Extra Large,c7a.12xlarge,"1,416,207.71",Compute optimized,298.0 fps,96 GiB,4800 MT/s,48 vCPUs,Up to 3.7 GHz,EBS only,18.75 Gigabit,$2.4634 hourly,$1.6295 hourly,$0.8947 hourly,$0.6158 hourly
M6A 16xlarge Extra Large,m6a.16xlarge,"1,416,948.027",General purpose,227.0 fps,256 GiB,3200 MT/s,64 vCPUs,3.6 GHz,EBS only,25 Gigabit,$2.7648 hourly,$1.8289 hourly,$1.1856 hourly,$0.6912 hourly
R8G 12xlarge Extra Large,r8g.12xlarge,"1,430,913.698",Memory optimized,291.0 fps,384 GiB,,48 vCPUs,2.7 GHz,EBS only,22.5 Gigabit,$2.8277 hourly,$1.8705 hourly,$0.7941 hourly,$0.7069 hourly
R7I 16xlarge Extra Large,r7i.16xlarge,"1,431,874.114",Memory optimized,235.0 fps,512 GiB,4800 MT/s,64 vCPUs,3.2 GHz,EBS only,25 Gigabit,$4.2336 hourly,$2.8005 hourly,$1.246 hourly,$1.0584 hourly
M8G 12xlarge Extra Large,m8g.12xlarge,"1,434,548.715",General purpose,293.0 fps,192 GiB,,48 vCPUs,2.7 GHz,EBS only,22.5 Gigabit,$2.1542 hourly,$1.425 hourly,$0.698 hourly,
C8GB 12xlarge Extra Large,c8gb.12xlarge,"1,444,151.937",Compute optimized,291.0 fps,96 GiB,,48 vCPUs,2.8 GHz,EBS only,100 Gigabit,$2.844 hourly,,$1.0489 hourly,
C7I 16xlarge Extra Large,c7i.16xlarge,"1,461,076.022",Compute optimized,240.0 fps,128 GiB,4800 MT/s,64 vCPUs,3.2 GHz,EBS only,25 Gigabit,$2.856 hourly,$1.8892 hourly,$0.9677 hourly,$0.714 hourly
M8I-FLEX 16xlarge Extra Large,m8i-flex.16xlarge,"1,480,967.257",General purpose,263.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,Up to 30 Gigabit,$3.2176 hourly,,$1.0671 hourly,
M8IDN 16xlarge Extra Large,m8idn.16xlarge,"1,497,251.14",General purpose,246.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,3800 GB NVMe SSD,100 Gigabit,$6.1101 hourly,,$2.8971 hourly,
M8IN 16xlarge Extra Large,m8in.16xlarge,"1,499,238.668",General purpose,235.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,100 Gigabit,$5.3466 hourly,,$2.2255 hourly,
R8IDB 16xlarge Extra Large,r8idb.16xlarge,"1,518,206.618",Memory optimized,285.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,3800 GB NVMe SSD,66.66 Gigabit,$7.503 hourly,,$3.4828 hourly,
M7GD Metal,m7gd.metal,"1,523,537.464",General purpose,245.0 fps,256 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.4171 hourly,$2.1528 hourly,$0.7279 hourly,
R8I-FLEX 16xlarge Extra Large,r8i-flex.16xlarge,"1,527,021.116",Memory optimized,274.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,Up to 30 Gigabit,$4.223 hourly,,$1.181 hourly,
R8A Eight Extra Large,r8a.8xlarge,"1,530,501.326",Memory optimized,369.0 fps,256 GiB,6400 MT/s,32 vCPUs,Up to 4.5 GHz,EBS only,15 Gigabit,$2.5562 hourly,,$0.9133 hourly,
R7G Metal,r7g.metal,"1,531,008.911",Memory optimized,245.0 fps,512 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$3.4272 hourly,$2.2671 hourly,$0.9613 hourly,
M8IDB 16xlarge Extra Large,m8idb.16xlarge,"1,531,405.783",General purpose,278.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,3800 GB NVMe SSD,66.66 Gigabit,$6.1101 hourly,,$2.3483 hourly,
C7G Metal,c7g.metal,"1,533,852.606",Compute optimized,245.0 fps,128 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$2.32 hourly,$1.5288 hourly,$0.7771 hourly,
M7A 12xlarge Extra Large,m7a.12xlarge,"1,543,408.36",General purpose,308.0 fps,192 GiB,5600 MT/s,48 vCPUs,Up to 3.7 GHz,EBS only,18.75 Gigabit,$2.7821 hourly,$1.8404 hourly,$1.0049 hourly,$0.6955 hourly
R8IB 16xlarge Extra Large,r8ib.16xlarge,"1,544,960.772",Memory optimized,277.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,66.66 Gigabit,$6.6944 hourly,,$3.1911 hourly,
R8IDN 16xlarge Extra Large,r8idn.16xlarge,"1,545,085.1",Memory optimized,274.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,3800 GB NVMe SSD,100 Gigabit,$7.503 hourly,,$3.9592 hourly,
C5 High-CPU 24xlarge,c5d.24xlarge,"1,546,080.444",Compute optimized,196.0 fps,192 GiB,2933 MT/s,96 vCPUs,3.4 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$4.608 hourly,$2.903 hourly,$1.2915 hourly,$0.27 hourly
M6IN 24xlarge,m6in.24xlarge,"1,559,327.54",General purpose,237.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.5 GHz,EBS only,150 Gigabit,$6.683 hourly,$4.2103 hourly,$2.6468 hourly,$1.6708 hourly
C8I-FLEX 16xlarge Extra Large,c8i-flex.16xlarge,"1,565,493.905",Compute optimized,274.0 fps,128 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,Up to 30 Gigabit,$2.8486 hourly,,$1.3389 hourly,
M8IB 16xlarge Extra Large,m8ib.16xlarge,"1,576,095.879",General purpose,204.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,66.66 Gigabit,$5.3466 hourly,,$2.2275 hourly,
HPC7G 16xlarge Extra Large,hpc7g.16xlarge,"1,576,743.04",Compute optimized,242.0 fps,128 GiB,,64 vCPUs,2.6 GHz,EBS only,200 Gigabit,$1.6832 hourly,$1.3255 hourly,,
C7GD 16xlarge Extra Large,c7gd.16xlarge,"1,579,466.93",Compute optimized,242.0 fps,128 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$2.903 hourly,$1.8295 hourly,$0.7257 hourly,$0.7258 hourly
M7G 16xlarge Extra Large,m7g.16xlarge,"1,580,051.845",General purpose,242.0 fps,256 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$2.6112 hourly,$1.7273 hourly,$0.9811 hourly,$0.6528 hourly
C8I 16xlarge Extra Large,c8i.16xlarge,"1,583,570.457",Compute optimized,251.0 fps,128 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,30 Gigabit,$2.9987 hourly,,$1.4274 hourly,
R8IN 16xlarge Extra Large,r8in.16xlarge,"1,583,766.394",Memory optimized,226.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,100 Gigabit,$6.6944 hourly,,$3.7257 hourly,
R7GD 16xlarge Extra Large,r7gd.16xlarge,"1,587,695.361",Memory optimized,242.0 fps,512 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.3546 hourly,$2.7367 hourly,$2.1179 hourly,$1.0887 hourly
M6I 24xlarge,m6i.24xlarge,"1,587,761.009",General purpose,235.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.5 GHz,EBS only,37.5 Gigabit,$4.608 hourly,$3.0482 hourly,$1.4151 hourly,$1.152 hourly
C5 High-CPU Metal,c5.metal,"1,609,657.948",Compute optimized,192.0 fps,192 GiB,3200 MT/s,96 vCPUs,3.4 GHz,EBS only,25 Gigabit,$4.08 hourly,$2.57 hourly,$1.1343 hourly,
C7G 16xlarge Extra Large,c7g.16xlarge,"1,611,786.186",Compute optimized,242.0 fps,128 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$2.32 hourly,$1.5288 hourly,$0.6709 hourly,$0.58 hourly
M8I 16xlarge Extra Large,m8i.16xlarge,"1,612,496.851",General purpose,284.0 fps,256 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,30 Gigabit,$3.3869 hourly,,$1.0929 hourly,
R8I 16xlarge Extra Large,r8i.16xlarge,"1,615,753.598",Memory optimized,283.0 fps,512 GiB,7200 MT/s,64 vCPUs,3.9 GHz,EBS only,30 Gigabit,$4.4454 hourly,,$1.0534 hourly,
C6I 24xlarge,c6i.24xlarge,"1,618,545.838",Compute optimized,237.0 fps,192 GiB,3200 MT/s,96 vCPUs,3.5 GHz,EBS only,37.5 Gigabit,$4.08 hourly,$2.6989 hourly,$1.3548 hourly,$1.02 hourly
C5 High-CPU 24xlarge,c5.24xlarge,"1,626,773.989",Compute optimized,192.0 fps,192 GiB,2933 MT/s,96 vCPUs,3.4 GHz,EBS only,25 Gigabit,$4.08 hourly,$2.57 hourly,$1.2273 hourly,$0.27 hourly
R7A 12xlarge Extra Large,r7a.12xlarge,"1,627,394.474",Memory optimized,315.0 fps,384 GiB,4800 MT/s,48 vCPUs,Up to 3.7 GHz,EBS only,18.75 Gigabit,$3.6516 hourly,$2.4155 hourly,$1.2281 hourly,$0.9129 hourly
C7GD Metal,c7gd.metal,"1,630,157.922",Compute optimized,245.0 fps,128 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$2.903 hourly,$1.8295 hourly,$0.6437 hourly,
C6IN 24xlarge,c6in.24xlarge,"1,632,306.057",Compute optimized,238.0 fps,192 GiB,3200 MT/s,96 vCPUs,3.5 GHz,EBS only,150 Gigabit,$5.4432 hourly,$3.4292 hourly,$1.3594 hourly,$1.3608 hourly
HPC6ID 32xlarge,hpc6id.32xlarge,"1,644,610.048",Compute optimized,216.0 fps,1024 GiB,3200 MT/s,64 vCPUs,3.5 GHz,15200 GB (4×3800 GB NVMe SSD),200 Gigabit,,,,
M6IDN 24xlarge,m6idn.24xlarge,"1,646,655.232",General purpose,233.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.5 GHz,5700 GB (4×1425 GB NVMe SSD),150 Gigabit,$7.6378 hourly,$4.8118 hourly,$2.3168 hourly,$1.9094 hourly
R7GD Metal,r7gd.metal,"1,648,316.271",Memory optimized,245.0 fps,512 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.3546 hourly,$2.7367 hourly,$1.159 hourly,
R7G 16xlarge Extra Large,r7g.16xlarge,"1,652,572.461",Memory optimized,223.0 fps,512 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$3.4272 hourly,$2.2671 hourly,$0.8966 hourly,$0.8568 hourly
HPC7A 24xlarge,hpc7a.24xlarge,"1,661,187.057",Compute optimized,272.0 fps,768 GiB,5600 MT/s,48 vCPUs,3.7 GHz,EBS only,300 Gigabit,,,,
M7GD 16xlarge Extra Large,m7gd.16xlarge,"1,664,499.35",General purpose,242.0 fps,256 GiB,,64 vCPUs,2.5 GHz,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$3.4171 hourly,$2.1528 hourly,$1.1101 hourly,$0.8543 hourly
M6ID 24xlarge,m6id.24xlarge,"1,695,439.092",General purpose,240.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.5 GHz,5700 GB (4×1425 GB NVMe SSD),37.5 Gigabit,$5.6952 hourly,$3.588 hourly,$1.6878 hourly,$1.4238 hourly
R6I 24xlarge,r6i.24xlarge,"1,705,908.485",Memory optimized,239.0 fps,768 GiB,3200 MT/s,96 vCPUs,3.5 GHz,EBS only,37.5 Gigabit,$6.048 hourly,$4.0008 hourly,$1.969 hourly,$1.512 hourly
M7G Metal,m7g.metal,"1,729,262.362",General purpose,245.0 fps,256 GiB,,64 vCPUs,2.5 GHz,EBS only,30 Gigabit,$2.6112 hourly,$1.7273 hourly,$0.6718 hourly,
C5 High-CPU Metal,c5d.metal,"1,749,430.524",Compute optimized,198.0 fps,192 GiB,2933 MT/s,96 vCPUs,3.4 GHz,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$4.608 hourly,$2.903 hourly,$1.1708 hourly,
C5A 24xlarge,c5a.24xlarge,"1,782,067.941",Compute optimized,209.0 fps,192 GiB,2933 MT/s,96 vCPUs,3.3 GHz,EBS only,20 Gigabit,$3.696 hourly,$2.328 hourly,$1.3237 hourly,$0.27 hourly
M6A 24xlarge,m6a.24xlarge,"1,807,143.866",General purpose,240.0 fps,384 GiB,3200 MT/s,96 vCPUs,3.6 GHz,EBS only,37.5 Gigabit,$4.1472 hourly,$2.7434 hourly,$1.4876 hourly,$1.0368 hourly
R6A 24xlarge,r6a.24xlarge,"1,818,526.236",Memory optimized,239.0 fps,768 GiB,3200 MT/s,96 vCPUs,3.6 GHz,EBS only,37.5 Gigabit,$5.4432 hourly,$3.6007 hourly,$1.4955 hourly,$1.3608 hourly
C8GN 16xlarge Extra Large,c8gn.16xlarge,"1,838,816.262",Compute optimized,297.0 fps,128 GiB,,64 vCPUs,2.8 GHz,EBS only,200 Gigabit,$3.792 hourly,,$0.9722 hourly,
C6A 24xlarge,c6a.24xlarge,"1,843,494.959",Compute optimized,263.0 fps,192 GiB,2933 MT/s,96 vCPUs,3.6 GHz,EBS only,37.5 Gigabit,$3.672 hourly,$2.429 hourly,$1.1949 hourly,$0.918 hourly
M8GB 16xlarge Extra Large,m8gb.16xlarge,"1,863,580.112",General purpose,296.0 fps,256 GiB,,64 vCPUs,2.8 GHz,EBS only,133.33 Gigabit,$4.656 hourly,,$1.7524 hourly,
C8GB 16xlarge Extra Large,c8gb.16xlarge,"1,872,713.972",Compute optimized,297.0 fps,128 GiB,,64 vCPUs,2.8 GHz,EBS only,133.33 Gigabit,$3.792 hourly,,$1.1767 hourly,
M8GN 16xlarge Extra Large,m8gn.16xlarge,"1,925,825.623",General purpose,295.0 fps,256 GiB,,64 vCPUs,2.8 GHz,EBS only,200 Gigabit,$4.656 hourly,,$1.7533 hourly,
M7A 16xlarge Extra Large,m7a.16xlarge,"1,932,756.191",General purpose,302.0 fps,256 GiB,5600 MT/s,64 vCPUs,Up to 3.7 GHz,EBS only,25 Gigabit,$3.7094 hourly,$2.4538 hourly,$1.5072 hourly,$0.9274 hourly
M8G 16xlarge Extra Large,m8g.16xlarge,"1,941,747.573",General purpose,297.0 fps,256 GiB,,64 vCPUs,2.7 GHz,EBS only,30 Gigabit,$2.8723 hourly,$1.90 hourly,$0.9572 hourly,
R7I 24xlarge,r7i.24xlarge,"1,947,327.496",Memory optimized,258.0 fps,768 GiB,5600 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$6.3504 hourly,$4.2008 hourly,$2.1162 hourly,$1.5876 hourly
C7I 24xlarge,c7i.24xlarge,"1,984,974.843",Compute optimized,251.0 fps,192 GiB,4800 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$4.284 hourly,$2.8339 hourly,$1.8666 hourly,$1.071 hourly
R7A 16xlarge Extra Large,r7a.16xlarge,"1,992,631.415",Memory optimized,309.0 fps,512 GiB,4800 MT/s,64 vCPUs,Up to 3.7 GHz,EBS only,25 Gigabit,$4.8688 hourly,$3.2207 hourly,$1.2411 hourly,$1.2172 hourly
C8G 16xlarge Extra Large,c8g.16xlarge,"1,995,323.461",Compute optimized,296.0 fps,128 GiB,,64 vCPUs,2.7 GHz,EBS only,30 Gigabit,$2.5523 hourly,$1.6819 hourly,$0.7412 hourly,
C7I Metal-24xl,c7i.metal-24xl,"2,007,248.397",Compute optimized,278.0 fps,192 GiB,4800 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$4.284 hourly,$2.8339 hourly,$1.1858 hourly,
C7A 16xlarge Extra Large,c7a.16xlarge,"2,015,219.103",Compute optimized,322.0 fps,128 GiB,4800 MT/s,64 vCPUs,Up to 3.7 GHz,EBS only,25 Gigabit,$3.2845 hourly,$2.1727 hourly,$1.204 hourly,$0.8211 hourly
M7I 24xlarge,m7i.24xlarge,"2,034,760.492",General purpose,257.0 fps,384 GiB,5600 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$4.8384 hourly,$3.2006 hourly,$1.4353 hourly,$1.2096 hourly
R8G 16xlarge Extra Large,r8g.16xlarge,"2,040,490.993",Memory optimized,297.0 fps,512 GiB,,64 vCPUs,2.7 GHz,EBS only,30 Gigabit,$3.7702 hourly,$2.494 hourly,$1.0161 hourly,$0.9426 hourly
C8A 12xlarge Extra Large,c8a.12xlarge,"2,043,132.804",Compute optimized,388.0 fps,96 GiB,6400 MT/s,48 vCPUs,Up to 4.5 GHz,EBS only,22.5 Gigabit,$2.5865 hourly,,$1.0875 hourly,
M7I Metal-24xl,m7i.metal-24xl,"2,055,234.425",General purpose,279.0 fps,384 GiB,5600 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$4.8384 hourly,$3.2006 hourly,$1.2592 hourly,
R7I Metal-24xl,r7i.metal-24xl,"2,100,043.751",Memory optimized,270.0 fps,768 GiB,4800 MT/s,96 vCPUs,3.2 GHz,EBS only,37.5 Gigabit,$6.3504 hourly,$4.2008 hourly,$1.9198 hourly,
M6IDN 32xlarge,m6idn.32xlarge,"2,140,826.225",General purpose,215.0 fps,512 GiB,3200 MT/s,128 vCPUs,3.5 GHz,7600 GB (4×1900 GB NVMe SSD),200 Gigabit,$10.1837 hourly,$6.4157 hourly,$3.7571 hourly,$2.5459 hourly
